name,producer,href,description
Indonesian Jasper Capsules,1,https://www.simonlevelt.nl/indonesian-jasper-capsules,Een krachtige koffie met een prachtige nasmaak. Proef het echte Indonesië; de typische lauriertonen en het zoete van amandel. Bevat 10 Nespresso compatible koffiecups.
Yellow Bourbon,1,https://www.simonlevelt.nl/yellow-bourbon,"Proef en ontdek deze toegankelijke Braziliaanse koffie en ontdek de lichte tonen van cacao, hazelnoot en walnoot. Met een hintje tabak in de nasmaak."
Estrella cafeïnevrij,1,https://www.simonlevelt.nl/estrella-cafeinevrij,"Gedecafeïneerd op natuurlijke wijze, waarna de aromatische en krachtige smaak goed behouden blijft."
Pietro,1,https://www.simonlevelt.nl/pietro,Een Italiaanse espresso met een krachtig karakter en een aromatische afdronk.
Barista,1,https://www.simonlevelt.nl/barista,"Een volle, krachtige espresso met een rijk aroma."
Corazón®,1,https://www.simonlevelt.nl/corazon,"Volle, zware en aromatische koffie melange. Ideaal als espresso. Ook lekker als slow coffee, in de filter of cafetière."
Weet je het nog even niet? Doe de koffie keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-koffie,
Van Het Huis Dark,1,https://www.simonlevelt.nl/van-het-huis-dark,"Een donker geroosterde, pittige en krachtige espresso."
Vito,1,https://www.simonlevelt.nl/vito,"Geurig en aromatisch, met een fris en zacht karakter. Dit maakt Vito een heerlijke koffie om op elk moment van de dag van te genieten."
Beneficio,1,https://www.simonlevelt.nl/beneficio,Deze melange is samengesteld uit verschillende geurige koffiesoorten. Ideaal als milde espresso.
Proefpakket Blends,1,https://www.simonlevelt.nl/proefpakket-blends,Maak op een leuke en lekkere manier kennis met onze koffies met het Proefpakket Blends. Deze koffieblends zijn een combinatie van verschillende koffiesoorten en laten de beste eigenschappen van deze soorten naar voren komen. Dit zorgt voor een lekkere koffie om keer op keer weer van te genieten.
Peruvian Opal Capsules,1,https://www.simonlevelt.nl/peruvian-opal-capsules,"Een zoete koffie met een medium body. Proef gebrande noten, een hint van toast en een vleugje cacao. Bevat 10 Nespresso compatible koffiecups."
Ugandan Amber Capsules,1,https://www.simonlevelt.nl/ugandan-amber-capsules,Proef de rinse smaak van appelstroop met een vleugje romigheid in deze zachte koffie. Bevat 10 Nespresso compatible koffiecups.
Colombian Emerald Capsules,1,https://www.simonlevelt.nl/colombian-emerald-capsules,"Een krachtige koffie met een mooi balans in de smaken. Proef tonen van gedroogde pruimen, rozijnen, bittere chocolade maar ook wat laurier. Bevat 10 Nespresso compatible koffiecups."
Finca el Flamingo,1,https://www.simonlevelt.nl/finca-el-flamingo,"Perfecte balans in je koffiekop. Heerlijk genieten van een aangenaam milde, maar ook aromatische koffie met tonen van chocolade, drop en amandel."
Allegro cafeïnevrij,1,https://www.simonlevelt.nl/allegro-cafeinevrij,"Een aromatische medium roast cafeïnevrije koffie. Perfect als snelfilterkoffie, maar ook lekker als espresso."
Corleone,1,https://www.simonlevelt.nl/corleone,"Een pure, krachtige espresso. Donker geroosterd en misdadig lekker."
La Victoria Huila Colombia Medium,1,https://www.simonlevelt.nl/la-victoria-huila-colombia-medium,Zoete en aromatische koffie met een milde body.
Mocha Limu ongeroosterd,1,https://www.simonlevelt.nl/mocha-limu-ongeroosterd,"Dit zijn ongeroosterde koffiebonen. Na het roosteren zet je een volle, ronde koffie met een frisse en geurige smaak."
Senza cafeïnevrij Premium Organic Coffee -...,1,https://www.simonlevelt.nl/senza-cafeinevrij-premium-organic-coffee-snelfiltermaling-250g,Full & FragrantGeurige cafeïnevrije koffiemelange met een volle smaak.
Oploskoffie Premium Organic Coffee - 100g,1,https://www.simonlevelt.nl/oploskoffie-premium-organic-coffee-100g,Een heerlijke melange van 100% Arabica koffiebonen met een natuurlijk zachte smaak en een rijk aroma.
Dolce Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/dolce-premium-organic-coffee-snelfiltermaling-250g,Aromatische koffie met een volle body. Met Max Havelaar keurmerk voor eerlijke handel.
Forte Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-snelfiltermaling-500g,Strong & BalancedEen pittige koffie met een volle smaak!
Peru Premium Organic Coffee - Snelfiltermaling...,1,https://www.simonlevelt.nl/peru-premium-organic-coffee-snelfiltermaling-250g,Fresh & Soft. Een Frisse koffie met een zachte en ronde afdronk.
Weet je het nog even niet? Doe de koffie keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-koffie,
Forte Premium Organic Coffee - 36 Koffiepads,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-36-koffiepads,Een pittige koffie met een volle smaak.
Forte Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-snelfiltermaling-250g,Strong & Balanced Een pittige koffie met een volle smaak.
Ethiopië Premium Organic Coffee -...,1,https://www.simonlevelt.nl/ethiopie-premium-organic-coffee-snelfiltermaling-250g,Warme chocoladetonen worden in deze geurige Arabicakoffie gecombineerd met fris rood fruit en een vleugje kaneel.
Extra Dark Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/extra-dark-roast-premium-organic-coffee-500g,"Bold & StrongStoere, stevige koffie met veel kracht."
Cafeïnevrije oploskoffie Premium Organic Coffee...,1,https://www.simonlevelt.nl/cafeinevrije-oploskoffie-premium-organic-coffee-100g,Zachte milde aromatische cafeïnevrije koffie met een volle zoete body. Heerlijke koffie in een handomdraai!
Dark Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/dark-roast-premium-organic-coffee-500g,Intense koffie met een heerlijk lange nasmaak.
Medium Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/medium-roast-premium-organic-coffee-500g,Mild & Balanced. Een Aromatische koffie voor elk moment van de dag.
Yellow Bourbon ongeroosterd,1,https://www.simonlevelt.nl/yellow-bourbon-ongeroosterd,De Yellow Bourbon heeft een perfecte balans tussen een zoete body en rins. LET OP: de koffie is niet geroosterd.
Premium Organic Dolce snf 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-dolce-snf-6-zakjes,Aromatische koffie met een volle body. Met Max Havelaar keurmerk voor eerlijke handel.
Premium Organic Forte snf 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-forte-snf-6-zakjes,Strong & balanced. Een pittige koffie met een volle smaak.
Premium Organic Etiopia snf 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-etiopia-snf-6-zakjes,Warme chocoladetonen worden in deze geurige Arabicakoffie gecombineerd met fris rood fruit en een vleugje kaneel.
Premium Organic Dark Roast 500g 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-dark-roast-500g-6-zakjes,Intense & bittersweet. Een intense koffie met een heerlijk lange nasmaak.
Premium Organic Extra Dark Roast 500g 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-extra-dark-roast-500g-6-zakjes,"Bold & strong. Een stoere, stevige koffie met veel kracht."
Premium Organic Peru snf 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-peru-snf-6-zakjes,Fresh & soft. Een frisse koffie met een zachte en ronde afdronk.
Premium Organic Medium Roast 500g 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-medium-roast-500g-6-zakjes,Mild & balanced. Een aromatische koffie voor elk moment van de dag!
Premium Organic Senza snf 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-senza-snf-6-zakjes,Full & fragrant. Een geurige cafeïnevrije koffiemelange met een volle smaak.
Premium Organic Forte 500g 6 zakjes,1,https://www.simonlevelt.nl/premium-organic-forte-500g-6-zakjes,Strong & balanced. Een pittige koffie met een volle smaak.
Weet je het nog even niet? Doe de koffie keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-koffie,
Café Capucas,1,https://www.simonlevelt.nl/cafe-capucas,"Café Capucas is een aromatische, ronde koffie met een medium body en een prachtige balans."
Colombian Emerald Capsules 9-pack,1,https://www.simonlevelt.nl/colombian-emerald-capsules-9-pack,"Een krachtige koffie met een mooi balans in de smaken. Proef tonen van gedroogde pruimen, rozijnen en bittere chocolade, maar ook wat laurier. Bevat 9 verpakkingen met elk 10 Nespresso compatible koffiecups."
Peruvian Opal Capsules 9-pack,1,https://www.simonlevelt.nl/peruvian-opal-capsules-9-pack,"Een zoete koffie met een medium body. Proef gebrande noten, een hint van toast en een vleugje cacao. Bevat 9 verpakkingen met 10 Nespresso compatible koffiecups."
Indonesian Jasper Capsules 9-pack,1,https://www.simonlevelt.nl/indonesian-jasper-capsules-9-pack,Een krachtige koffie met een prachtige nasmaak. Proef het echte Indonesië; de typische lauriertonen en het zoete van amandel. Bevat 9 verpakkingen met elk 10 Nespresso compatible koffiecups.
Ugandan Amber Capsules 9-pack,1,https://www.simonlevelt.nl/ugandan-amber-capsules-9-pack,Proef de rinse smaak van appelstroop met een vleugje romigheid in deze zachte koffie. Bevat 9 verpakkingen met elk 10 Nespresso compatible koffiecups.
Weet je het nog even niet? Doe de koffie keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-koffie,
Heerlijke Herfst,1,https://www.simonlevelt.nl/heerlijke-herfst,Geniet van al het moois dat de herfst te bieden heeft met Heerlijke Herfst thee. Deze najaarsmelange op basis van zwarte thee met de smaak van sinaasappel en kaneel geeft je een warm herfstgevoel.
Yogi Classic,1,https://www.simonlevelt.nl/yogi-classic,"Een pittige kruidenthee met kaneel, gember en kardemom, aangevuld met kruidnagel en zwarte peper. Deze thee is heerlijk als onderdeel van een verwarmende chai in Indiase stijl!"
Pumpkin Spice,1,https://www.simonlevelt.nl/pumpkin-spice,"Zoetkruidige fruitmelange met appel, pompoen en kaneel, verrijkt met de smaak van vanille en sinaasappel."
Ginger Spice & Peach,1,https://www.simonlevelt.nl/ginger-spice-peach,"Gemberthee met specerijen en fruit, verrijkt met de smaak van perzik. Kruidig, zwoel en iets pittig."
Fruit & Cinnamon,1,https://www.simonlevelt.nl/fruit-cinnamon,Verwarmende fruitmelange met een prachtige dieprode kleur met friszoete en kruidige tonen.
Rooibos Ginger & Orange,1,https://www.simonlevelt.nl/rooibos-ginger-orange,Intense smaakcombinatie van rooibos met spicy gember en friszoete sinaasappelschil.
Apple & Citrus,1,https://www.simonlevelt.nl/apple-citrus,"Milde en friszoete melange van fruit en kruiden. Ontdek appelstukjes en citrus, gecombineerd met lemongrass, sinaasappelmunt en verveine."
Peach & Mandarin,1,https://www.simonlevelt.nl/peach-mandarin,Milde groene thee melange met de volzoete smaak van perzik en de frisfruitige smaak van mandarijntjes.
Darjeeling Royal First Flush,1,https://www.simonlevelt.nl/darjeeling-royal-first-flush,"De allereerste lentepluk van 2023 uit Darjeeling, India. Zeer aromatisch, zacht, lichtzoet en bloemig met een mild bittere nasmaak."
Mango & Lime,1,https://www.simonlevelt.nl/mango-lime,"Mango & Lime is een heerlijke thee die alles in zich heeft: frisheid, zoetheid, vol en rond, fruitig, rijk en een thee die zeker niet snel verveelt."
Blueberry & Mint,1,https://www.simonlevelt.nl/blueberry-mint,"Overheerlijke fruitmelange met fruitige, zoete én frisse smaken."
Sweet Spice & Orange,1,https://www.simonlevelt.nl/sweet-spice-orange,Een heerlijke combinatie van kruid en fruit!
Rooibos Summer Fruit,1,https://www.simonlevelt.nl/rooibos-summer-fruit,Rooibos met mangostukjes en verrijkt met de smaak van friszoete perzik en sappige sinaasappels.
Citrus & Green Tea,1,https://www.simonlevelt.nl/citrus-green-tea,"Chinese groene thee met sinaasappel, goudsbloem en de smaak van friszoete mandarijn."
Jasmine Finest,1,https://www.simonlevelt.nl/jasmine-finest,Deze groene thee is op Jasmijnbloesem gelegd en neemt zo de heerlijke geur op.
Gabalong Sencha,1,https://www.simonlevelt.nl/gabalong-sencha,"Zachtzoete en volromige Sencha van in de zomer geplukt theeblad. Een ""super-groene thee” met extra “Gaba”."
King of Jasmine,1,https://www.simonlevelt.nl/king-of-jasmine,Prachtig uitziend theeblad met zilveren tips. Intens bloemige Jasmijnthee met een exclusief en verfijnd aroma
Weet je het nog even niet? Doe de thee keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-thee,
Jasmine Chung Hao,1,https://www.simonlevelt.nl/jasmine-chung-hao,"Kwalitatief hoogwaardige groene thee, gedroogd op een bed met verse jasmijnbloesem. Door de grote hoeveelheid bloesem heeft de thee een intense bloemige beleving van jasmijn in geur en aroma."
Jasmine Spring,1,https://www.simonlevelt.nl/jasmine-spring,"Heerlijk geurige en bloemige thee op basis van een lentepluk darjeeling thee, gecombineerd met groene jasmijnthee."
Lady Earl Grey,1,https://www.simonlevelt.nl/lady-earl-grey,"Zachte, bloemige thee met de smaak van bergamot én oranjebloesem. Rijk versierd met rozenblad en korenbloem."
Sencha Silver Flower,1,https://www.simonlevelt.nl/sencha-silver-flower,Zachte groene Sencha thee met rozenblaadjes.
Vlierbloesem & Citroen,1,https://www.simonlevelt.nl/vlierbloesem-citroen,"Fantastische, Chinese groene thee rijk versierd met bloemblaadjes en fruit. Een lust voor het oog en intens van smaak."
Verveine Thee,1,https://www.simonlevelt.nl/verveine-thee,"Frisse thee met een zachte, citroenachtige smaak. Verveine thee is een populaire drank in Frankrijk. Haal het Franse gevoel in huis."
Dragonwell Xi Hu Long Jing,1,https://www.simonlevelt.nl/dragonwell-xi-hu-long-jing,"Een echte 'Queen of Green Tea' met hints van gras, alfalfa en lichtgeroosterde hazelnoten."
Indian Chai,1,https://www.simonlevelt.nl/indian-chai,"Een kruidige Chai is op gure dagen een echte warme opkikker, maar biedt ook verkoeling bij gekruid Indiaas eten."
Gunpowder thee,1,https://www.simonlevelt.nl/gunpowder-thee,Gunpowder thee is een klassieker uit China. De balletjes van opgerolde bladeren geven een volle en kruidige groene thee.
King of Ti Kuan Yin,1,https://www.simonlevelt.nl/king-of-ti-kuan-yin,"Lichtzoetig en vol van smaak. Een licht geoxideerde Oolong met compleet, zeer strak opgerold blad."
Assam Melange,1,https://www.simonlevelt.nl/assam-melange,"Melange van krachtige Assam. Stevig en droog. Volle en moutige smaak, die per seizoen weer anders is."
Lumbini Valley OP,1,https://www.simonlevelt.nl/lumbini-valley-op,"Milde, toegankelijke Ceylon thee met een mooi groot blad. Ontdek een hint van krenten en rozenbottel."
Lumbini Pure Black BOP,1,https://www.simonlevelt.nl/lumbini-pure-black-bop,"Krachtige Ceylon thee met een medium body. Soepele thee, makkelijk drinkbaar met aangename bitters."
Genmaicha bio,1,https://www.simonlevelt.nl/genmaicha-bio,Groene thee met gepofte rijst.
Bukit Sari Highland Green,1,https://www.simonlevelt.nl/bukit-sari-highland-green,"Een prachtig uitziende, grootbladige groene thee uit de hooglanden van Indonesië. Het blad is heel mooi sierlijk en smaakt frisgroen, mild en iets bloemig."
Strawberry & Mint,1,https://www.simonlevelt.nl/strawberry-mint,Zachte witte thee met de volle en zoete smaak van aardbei en een vleugje frisse munt.
Earl Grey - 10 sachets,1,https://www.simonlevelt.nl/earl-grey-10-sachets,Zwarte thee uit Zuid-India verrijkt met de smaak van bergamot. Bergamot is een kleine peervormige citrusvrucht die de thee zijn karakteristieke friszoete smaak geeft.
Weet je het nog even niet? Doe de thee keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-thee,
Jasmine Green - 10 sachets,1,https://www.simonlevelt.nl/jasmine-green-10-sachets,Verfijnde groene thee uit China die gedroogd is op een bloembed van verse jasmijnbloesem. Het resultaat is een intens bloemige en zeer aromatische kop thee.
Pure Black - 10 sachets,1,https://www.simonlevelt.nl/pure-black-10-sachets,"Pure zwarte thee uit Ceylon, Sri Lanka. De thee is vol en krachtig en heeft een frisse, lichtzoete smaak. Een klassieke thee voor elk moment van de dag."
Indian Chai - 10 sachets,1,https://www.simonlevelt.nl/indian-chai-10-sachets,"Krachtige zwarte thee uit India in combinatie met Chai. Chai is een rijke kruidenmelange van onder andere kaneel, gember en kruidnagel. Een volle, intense en verwarmende thee."
Lemon Green - 10 sachets,1,https://www.simonlevelt.nl/lemon-green-10-sachets,"Groene thee uit het zuiden van India verrijkt met de smaak van citroen. Opwekkende, zachte thee met licht grassige ondertonen."
Rooibos Orange - 10 sachets,1,https://www.simonlevelt.nl/rooibos-orange-10-sachets,"Zuid-Afrikaanse rooibos verrijkt met de smaak van sappige sinaasappels. De thee is fris, zoet, lichtkruidig én theïnevrij. Een mooie combinatie tussen fris en zachtzoet."
Bukit Sari Premium FOP,1,https://www.simonlevelt.nl/bukit-sari-premium-fop,"Laat de boel even voor wat het is en proef deze zwarte thee met aandacht. Hij is mild, vol en lichtzoet. Laat je hem wat langer trekken, dan ontdek je de smaak van honing en rozijnen."
Lime & Mint Green,1,https://www.simonlevelt.nl/lime-mint-green,"Proef de verfrissende en tintelende smaak van deze groene thee. Verrijkt met stukjes van sappige limoen, citroenschil en een dosis munt voor extra verfrissing."
Honeybush Fruity Mango,1,https://www.simonlevelt.nl/honeybush-fruity-mango,Honeybush verrijkt met mango en de friszoete smaak van mandarijn.
Earl Grey Darjeeling,1,https://www.simonlevelt.nl/earl-grey-darjeeling,Zomerpluk uit Darjeeling met natuurlijk aroma. Fris en extra geurig.
Assam Gold 2nd flush,1,https://www.simonlevelt.nl/assam-gold-2nd-flush,"Stoere en stevige zwarte thee uit de provincie Assam, India."
Finest Oolong,1,https://www.simonlevelt.nl/finest-oolong,Deze kort geoxideerde oolong thee is fluweelzacht en vol van smaak. Het typisch notige karakter komt goed naar voren.
Pai Mu Tan,1,https://www.simonlevelt.nl/pai-mu-tan,"Witte thee van jong, groot blad met veel tip. Het grote blad geeft een iets zoet aftreksel met goudgele kleur."
Brandnetel Citroengras,1,https://www.simonlevelt.nl/brandnetel-citroengras,"Prikkel je zintuigen met deze melange van brandnetel, citroengras en lemon myrtle."
Earl Grey Ylang ylang,1,https://www.simonlevelt.nl/earl-grey-ylang-ylang,"Een unieke theespecialiteit met een harmonieus en intens smaakprofiel. Het zoete, natuurlijke Ylang Ylang aroma combineert bijzonder goed met de frisheid van bergamotolie. Echt een thee om even heerlijk mee te ontspannen!"
Lime & Apple,1,https://www.simonlevelt.nl/lime-apple,"Delicate, grootbladige, Chinese witte thee met frisse limoen en zoete appel."
Nilgiri Groen,1,https://www.simonlevelt.nl/nilgiri-groen,Een topklasse groene thee. De thee heeft de typische geur van groene thee en de smaak is mild en zacht bitter.
Zoete Vijg & Fruit,1,https://www.simonlevelt.nl/zoete-vijg-fruit,"Uitbundige fruitmelange met heerlijk zoete vijgen, pompoenpitten en stukjes wortel."
Weet je het nog even niet? Doe de thee keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-thee,
Ambootia Groen,1,https://www.simonlevelt.nl/ambootia-groen,"Aangename, kruidige thee met veel geur en een bloemige afdronk."
Earl Grey Superieur,1,https://www.simonlevelt.nl/earl-grey-superieur,Theemelange uit China en Ceylon met veel tip en bergamotaroma.
Russische Earl Grey,1,https://www.simonlevelt.nl/russische-earl-grey,Een sterke rookthee met een mooie balans tussen een kruidige smaak en frisse citrus.
Rooibos Spicy Chai,1,https://www.simonlevelt.nl/rooibos-spicy-chai,"Indiase chai, maar dan op basis van Zuid-Afrikaanse Rooibos. Laat je verwarmen door Indiase kruiden als gember, kaneel en kardamom, aangevuld met citroengras en rozenbottel!"
Lemon Ginger,1,https://www.simonlevelt.nl/lemon-ginger,Een tintelfrisse kruidenthee in de verrassende smaakcombinatie citroen en gember. Ideaal als snelle dorstlesser.
Irish Breakfast,1,https://www.simonlevelt.nl/irish-breakfast,"Pittige en zeer krachtige, donkere ontbijtthee. Lekker met melk. Een echte opkikker voor de ochtend."
Rooibos,1,https://www.simonlevelt.nl/rooibos,Milde en makkelijke Zuid-Afrikaanse volksdrank.
Ceylon Superieur,1,https://www.simonlevelt.nl/ceylon-superieur,Een krachtige 'highgrown' melange uit de hooggelegen theedistricten.
Earl Green,1,https://www.simonlevelt.nl/earl-green,"Een variant op de klassieke Earl Grey met een frisse, zacht-bittere smaak. Je proeft een natuurlijk aroma in deze groene thee."
Yen Bai Groen,1,https://www.simonlevelt.nl/yen-bai-groen,Aromatische grootbladige groene thee uit Vietnam.
London Earl Grey,1,https://www.simonlevelt.nl/london-earl-grey,"Krachtige, stoere Earl Grey thee met mooi tippy Yunnan blad en een friszoete bergamotsmaak."
Earl Grey,1,https://www.simonlevelt.nl/earl-grey,Een zachte en fruitige melange van theesoorten uit Zuid-India.
Lemon Ginger Green,1,https://www.simonlevelt.nl/lemon-ginger-green,Een smaakvolle zacht bittere groene thee met prikkelende gember en verfrissende citroen en sinaasappel. Echt een verrassende smaakcompositie.
Orange Pekoe Theïne-arm,1,https://www.simonlevelt.nl/orange-pekoe-theine-arm,Milde thee met een zacht zoete smaak. Voor het decafeïneren van thee gebruiken we de CO2-methode.
Earl Grey Theïne-arm,1,https://www.simonlevelt.nl/earl-grey-theine-arm,Theïne-arme thee met een zachte Earl Grey smaak. Voor het decafeïneren van thee gebruiken we de CO2-methode.
Indian Chai Green,1,https://www.simonlevelt.nl/indian-chai-green,Specerijen als kaneel en kardemom op basis van een zachte groene thee. Heerlijk verwarmend.
Yunnan Flowery Orange Pekoe,1,https://www.simonlevelt.nl/yunnan-flowery-orange-pekoe,Deze beroemde thee is mild en bloemig. De smaak wordt niet gauw bitter.
Weet je het nog even niet? Doe de thee keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-thee,
Lemongrass Green,1,https://www.simonlevelt.nl/lemongrass-green,Verfrissende groene thee met citroengras en citroen-limoen smaak.
Ambootia Zomerpluk,1,https://www.simonlevelt.nl/ambootia-zomerpluk,Deze Darjeeling thee is fris opwekkend en trekt iets in de mond. De smaak van de zomerpluk is krachtig en vol.
Golden Lapsang Souchong,1,https://www.simonlevelt.nl/golden-lapsang-souchong,"Krachtige rookthee uit China met mooi, groot blad."
Rooibos Orange,1,https://www.simonlevelt.nl/rooibos-orange,Zachte biologische rooibos met sinaasappel. Fris en opwekkend.
Engelse Melange,1,https://www.simonlevelt.nl/engelse-melange,"Melange met een krachtige, volle smaak en donkerrode kleur. Een makkelijk te drinken ontbijtthee voor elke dag."
Bosfruit,1,https://www.simonlevelt.nl/bosfruit,"Ronde, volle thee met heerlijke stukjes gedroogd fruit."
Lapsang Souchong,1,https://www.simonlevelt.nl/lapsang-souchong,"Thee uit China met een licht zoete, zachte rooksmaak."
Sterrenmix,1,https://www.simonlevelt.nl/sterrenmix,Zoete biologische kruidenmelange met steranijs en zoethout.
Rooibos Orange Lemon Lime,1,https://www.simonlevelt.nl/rooibos-orange-lemon-lime,Kruidenthee met fruitige sinaasappel en frisse citroen.
Sencha,1,https://www.simonlevelt.nl/sencha,"Volle romige thee met een frisse smaak, die doet denken aan grashalmen."
Rust Melange,1,https://www.simonlevelt.nl/rust-melange,"Zachte en frisse melange van kruiden zoals kruizemunt, citroenmelisse en valeriaan."
Darjeeling Melange,1,https://www.simonlevelt.nl/darjeeling-melange,"Deze biologische Darjeeling melange is een frisse, iets zoete melange met een bloemig karakter."
Earl White,1,https://www.simonlevelt.nl/earl-white,Een compositie van Chinese witte thee (Pai Mu Tan) met milde bergamotsmaak. Zacht en fris.
Kamille,1,https://www.simonlevelt.nl/kamille,Proef de milde en zachte smaak van gedroogde bloesem van kamille.
Namiddag Melange,1,https://www.simonlevelt.nl/namiddag-melange,Heerlijke friszoete kruidenthee om de middagdip te verjagen.
Ontbijtmelange,1,https://www.simonlevelt.nl/ontbijtmelange,Heerlijk zachte en frisse kruidenmelange om rustig wakker te worden.
Darjeeling Zomerpluk,1,https://www.simonlevelt.nl/darjeeling-zomerpluk,Kruidige en krachtige zomerpluk melange uit Darjeeling in India.
Weet je het nog even niet? Doe de thee keuzehulp,1,https://www.simonlevelt.nl/keuzehulp-thee,
Kamille Lemon,1,https://www.simonlevelt.nl/kamille-lemon,"Een heerlijke melange van fruit en kruiden met een frisse en zoete smaak maar zonder cafeïne, dus lekker op elk moment van de dag!"
Jasmine Green - 20 builen,1,https://www.simonlevelt.nl/jasmine-green-20-builen,"Milde en verfijnde groene thee, gearomatiseerd met geurige jasmijn."
Gember,1,https://www.simonlevelt.nl/gember,Pure stukjes gedroogde gemberwortel met een fris prikkelende smaak. Ook lekker in Earl Green of Yunnan thee.
Zoethout,1,https://www.simonlevelt.nl/zoethout,Gesneden zoethoutwortel. Warme en volzoete smaak.
Rooibos Earl Grey,1,https://www.simonlevelt.nl/rooibos-earl-grey,"Het natuurlijke aroma geeft de thee zijn typische Earl Grey geur, waaronder de rooibos goed tot haar recht komt."
Hibiscus Bloesem,1,https://www.simonlevelt.nl/hibiscus-bloesem,Rood bloemblad van de Hibiscus met een fris-zure en fruitige smaak die doet denken aan rode bessen.
Sunny Citrus,1,https://www.simonlevelt.nl/sunny-citrus,Verfrissende zwarte thee met de zoete citrus smaak van sinaasappel en prikkelende citroen tonen.
Thé Marocain,1,https://www.simonlevelt.nl/the-marocain,"Een frisse en kruidige groene thee op basis van China Gunpowder, met onder meer gesneden kruizemuntblad."
Gyokuro,1,https://www.simonlevelt.nl/gyokuro,"Een delicaat, maar toch krachtig aroma en een licht vettige smaak. Minder bitter dan de populaire Sencha."
Honeybush,1,https://www.simonlevelt.nl/honeybush,"Kruidenthee met een zachte, honingachtige smaak."
Lentedauw Mao Feng,1,https://www.simonlevelt.nl/lentedauw-mao-feng,"Zeer aromatisch, vol en fris als de lentedauw. Mao Feng betekent donzige bergtop en verwijst naar de Yellow Mountains."
Pure Green - 20 builen,1,https://www.simonlevelt.nl/pure-green-20-builen,Aangename en geurige groene thee uit India met de karakteristieke zacht-bitterzoete smaak.
Uit de Keijzerkist,1,https://www.simonlevelt.nl/uit-de-keijzerkist,Melange van China en Assam met een vleugje Lapsang. Volle smaak.
Rooibos Orange Lemon Premium Organic Tea - 110g...,1,https://www.simonlevelt.nl/rooibos-orange-lemon-premium-organic-tea-110g-losse-thee,Trek in een frisse en fruitige thee? Probeer onze Premium Organic Rooibos Orange Lemon. Premium kwaliteit rooibos gecombineerd met stukjes sinaasappel en citroen.
