name,producer,href,description
Shakisso Natural,1,https://www.simonlevelt.nl/shakisso-natural,"Shakisso Natural is een sublieme koffie uit de bekende Guji regio in Ethiopië. De koffie is zacht, vol, prettig zoet en volledig in balans. Shakisso Natural is een natural, oftewel een ongewassen koffie. Dat betekent dat de koffiebes gedroogd wordt in zijn eigen vruchtvlees. Deze verwerkingsmethode geeft de koffie zijn karakteristieke zoete smaak, met hints van rijp fruit en een volle body. De koffie is vernoemd naar het Washing station waar de koffiebonen worden verwerkt: Shakisso."
Indonesian Jasper Capsules,1,https://www.simonlevelt.nl/indonesian-jasper-capsules,"Een krachtige koffie met een prachtige nasmaak dat is de Indonesian Jasper. Proef het echte Indonesië in deze koffiecapsules. Ontdek de typische lauriertonen en het zoete van amandel. De arabicabonen hebben de typische smaak van Indonesische koffie verkregen door de unieke wasmethode 'giling basah'. Bij deze verwerkingsmethode wordt de hoornschil verwijderd voordat de pergamino (ook wel parchement genoemd) droog is. Dit zorgt mede voor de typische Indonesische smaak. In Nederland roosteren we deze bonen naar een mooie donkere roast die de prachtige kruidige tonen duidelijk naar voren laat komen. De Indonesian Jasper is met smaakintensiteit 11 de donkerste koffiecapsule in het assortiment. Met deze Nespresso compatible capsules zet je thuis in een handomdraai een heerlijke kop koffie. De verpakking bevat 10 koffiecapsules.  De capsules zijn geschikt voor alle Nespresso compatible machines, met uitzondering van alle varianten van de U, de Prodigio, de Expert en build-in modellen.  De verpakking is geheel recyclebaar; het doosje mag bij oud papier en de gebruikte capsules lever je in bij je Simon Lévelt speciaalzaak. Zo kunnen wij de capsules weer hergebruiken. Lees hier meer informatie over het recyclen van jouw gebruikte koffiecapsules."
Yellow Bourbon,1,https://www.simonlevelt.nl/yellow-bourbon,"De Yellow Bourbon is een prachtige Single Estate koffie van de Fazendas Dutra uit Brazilië. De koffiestruiken van Yellow Bourbon koffiebonen groeien in harmonie met de natuur en vind je bij bergen, bossen en watervallen. Het beboste land van Brazilië biedt volop ruimte voor een rijke biodiversiteit in planten, landdieren, vogels en insecten. Het is een mild zoete en volle koffie met een heerlijke bite. Proef deze toegankelijke Braziliaanse koffie en ontdek lichte tonen van cacao, hazelnoot en walnoot met een hintje tabak in de nasmaak.  Door het speciale productieproces heeft de Yellow Bourbon een unieke smaak. Het is een Pulp Natural Koffie, ook wel Honey Coffee genoemd. Dit is een variant binnen de gewassen koffies. Net als bij gewassen koffies, wordt de boon door een wals in een waterbassin uit de bes geknepen. Het zoete suikerlaagje dat achterblijft, wordt bij Honey Coffee mee opgedroogd en later verwijderd. Dit zorgt voor een wat vollere mondgevoel en een zoetere en minder zure smaak. Ontdek het in deze prachtige Yellow Bourbon.  Ontdek meer over de Yellow Bourbon op simonlevelt.nl/blog/in-harmonie-met-de-natuur-yellow-bourbon en onze andere bijzondere projecten op simonlevelt.nl/premiumbiologisch."
Estrella cafeïnevrij,1,https://www.simonlevelt.nl/estrella-cafeinevrij,"Vol en pittig en toch cafeïnevrij, kan dat? Jawel! Proef de Estrella koffiebonen maar eens. Deze koffie heeft als espresso kracht en een volle body en geeft uit de snelfilter en cafetière een volle, zoete smaak. De Estrella is gedecafeïneerd op natuurlijke wijze, waardoor de aromatische en krachtige smaak goed behouden blijft. Een cafeïnevrije koffie waar je dag in, dag uit van kunt blijven genieten!"
Pietro,1,https://www.simonlevelt.nl/pietro,"Op weg naar een 100% biologisch assortiment is de Roma nu biologisch en heeft daardoor een nieuwe naam: ‘Pietro’. De melange is biologisch geworden, maar de vertrouwde smaak blijft.   Wil je meer weten over de wijziging? Lees onze blog.  Hou je van sterke, aromatische espresso in Italiaanse stijl? Dan is de Pietro voor jou. Donker gebrand, vol en krachtig van smaak. Zet hem met je espressomachine of in je espressopot, dan komt hij het beste tot zijn recht. Maar ook liefhebbers van Turkse koffie zullen de Pietro waarderen."
Barista,1,https://www.simonlevelt.nl/barista,"Geniet van een meesterlijke espresso: een volle espresso met een rijk aroma zoals alleen de Barista (espressomeester) die kan maken - maar dan gewoon thuis! Simon Lévelt Barista is een uitgebalanceerde melange van exclusieve koffiebonen uit Centraal Amerika, Zuid Amerika en Afrika."
Corazón®,1,https://www.simonlevelt.nl/corazon,"Is jouw hart al veroverd door de melange Corazón? Deze complexe melange van arabicabonen uit Latijns-Amerika en Indonesië, aangevuld met een beetje robusta uit Afrika is het proberen zeker waard. Door het lange roosterprofiel van de koffiebonen is de Corazón een volle, zware en aromatische espresso, die ook prima geschikt is als slow coffee en in de filter of cafetière. Houd je dus van koffie met een rijke smaak, dan kun je met de Corazón je hart ophalen!"
Van Het Huis Dark,1,https://www.simonlevelt.nl/van-het-huis-dark,"Voor wie van stevige koffie houdt, is er de dark roast versie “Van het Huis”. Deze krachtpatser bevat een flinke hoeveelheid robusta die de koffie lekker pittig maakt. De Van het Huis Dark is stevig en vol van smaak. Het proeft iets droog en heeft die heerlijke nasmaak van pure, iets bittere, chocolade. Perfect voor de liefhebber van een échte Zuid-Italiaanse espresso!"
Vito,1,https://www.simonlevelt.nl/vito,"Vito betekent levendig en de koffie doet zijn naam eer aan: de koffie is iets fris, licht fruitig en sprankelend. Ontspannen, plezier maken en genieten zijn de beloning voor een dag hard werken. Of je dat nu tijdens de lunchpauze doet of ’s avonds na het werk, een kop koffie mag natuurlijk niet ontbreken. De geurige en aromatische Vito is, dankzij zijn frisse en zachte karakter, lekker op elk moment van de dag!"
Beneficio,1,https://www.simonlevelt.nl/beneficio,"Houd je van milde espresso? Dan moet je echt de Beneficio espressomelange eens proberen. Deze melange is samengesteld uit diverse geurige koffiebonen. Het resultaat is een ronde espresso met een mild rinse smaak. Hoewel de Beneficio als espresso te boek staat, vinden wij hem ook prima uit de snelfilter en cafetière. Experimenteer dus zeker ook met jouw favoriete zetmethode!"
Ugandan Amber Capsules,1,https://www.simonlevelt.nl/ugandan-amber-capsules,De arabicabonen voor deze koffiecapsules komen uit het Noordwesten van Uganda en worden door vooral vrouwelijke boeren geplukt. Eenmaal in Nederland branden we ze lekker langer om de bijzondere smaken naar boven te halen. Ontdek de rinse smaak van appelstroop met een vleugje romigheid. Deze combinatie aan smaken doet je denken aan whisky cream. Met deze Nespresso compatible capsules zet je thuis in een handomdraai een heerlijke kop koffie. De verpakking bevat 10 koffiecapsules.
Colombian Emerald Capsules,1,https://www.simonlevelt.nl/colombian-emerald-capsules,Groeiend onder de Colombiaanse zon kan het niet anders dan dat deze Arabicabonen bomvol smaak zitten. In Nederland roosteren we ze vervolgens langer op een gematigde temperatuur zodat de smaken zich perfect ontplooien. Met deze Nespresso compatible capsules zet je thuis in een handomdraai een heerlijke kop koffie. De verpakking bevat 10 koffiecapsules.
Finca el Flamingo,1,https://www.simonlevelt.nl/finca-el-flamingo,"De Finca el Flamingo zet je op jouw favoriete manier, want hij is geschikt voor alle zetmethodes. Bijzonder voor medium licht geroosterde koffiebonen: je kunt hem ook prima op de espresso manier zetten! De smaak van de gewassen biologische 'altura' koffie uit Chiapas in Mexico is prettig en mild.  Finca el Flamingo maakt deel uit van de ""Community of Jaltenango"". De boeren hebben zich in 2011 verenigd in deze community om de ""Koffieroest-ramp"" die hen was overkomen, gezamenlijk financieel te boven kunnen komen. Vanaf dat moment hebben ze geïnvesteerd in de vernieuwing van hun plantages én profiteren ze van elkaars kennis en ervaring. Dit om samen sterker te worden!  De koffie wordt met de hand geplukt tussen januari en april, waarna deze na verwerking wordt overgebracht naar de haven van Veracruz."
Allegro cafeïnevrij,1,https://www.simonlevelt.nl/allegro-cafeinevrij,"De Allegro cafeïnevrij is een aangename koffie met een volle body. Licht zoet én licht fris, afgemaakt met kruidige tonen. Dat is wat je kan verwachten van de cafeïnevrije koffiebonen. Een aromatische medium roast koffie die perfect is als snelfilterkoffie, maar het ook prima doet als lekker milde espresso. Probeer het zelf! De Allegro is gedecafeïneerd op een milieuvriendelijke wijze."
Corleone,1,https://www.simonlevelt.nl/corleone,"In de Corleone proef je een pure koffie. Een zeer krachtige Zuid-Italiaanse espresso, waarvan de smaak al net zoveel ontzag inboezemt als de naam. Deze donker geroosterde koffie bestaat uit een melange van arabica koffiebonen uit Centraal Amerika, Zuid Amerika en Oeganda en robusta, ook uit Oeganda. Een espresso gebaseerd op de Italiaanse stijl van koffie drinken; donker geroosterd en perfect voor een ristretto."
La Victoria Huila Colombia Medium,1,https://www.simonlevelt.nl/la-victoria-huila-colombia-medium,"La Victoria Huila Colombia Medium is een zeer aromatische medium roast koffie. De koffie is zoet, sprankelend en heeft een milde body. Proef de tintelende aroma’s van sinaasappel, mandarijn op een basis van karamel, mokka en hazelnoot. De prachtige verfijnde Huila koffiebonen zijn uitermate geschikt voor Slow koffie en snelfilter. Probeer La Victoria Huila Colombia Medium ook zeker eens uit de aeropress. Daarin komen de fruitige aroma’s prachtig naar voren. Als espresso bereid kan je rekenen op fris sprankelende smaak met een nasmaak van chocolade. Opties genoeg met deze mooie koffie!"
Mocha Limu ongeroosterd,1,https://www.simonlevelt.nl/mocha-limu-ongeroosterd,Rooster je eigen koffiebonen en geniet van de heerlijke geur die vrijkomt tijdens het roosteren. Mocha Limu is een specialiteit uit Ethiopië met een zacht karakter. Na het roosteren zet je een volle en ronde koffie met een frisse en geurige smaak. LET OP: dit zijn ongeroosterde (ruwe) koffiebonen.
Senza cafeïnevrij Premium Organic Coffee -...,1,https://www.simonlevelt.nl/senza-cafeinevrij-premium-organic-coffee-snelfiltermaling-250g,Geurige cafeïnevrije koffiemelange met een volle smaak. De koffie is rechtstreeks aangekocht van plantages in Zuid-Amerika. Gedecafeïneerd op een milieuvriendelijke wijze.
Oploskoffie Premium Organic Coffee - 100g,1,https://www.simonlevelt.nl/oploskoffie-premium-organic-coffee-100g,De biologische oploskoffie van Simon Lévelt is een heerlijke melange van 100% Arabica koffiebonen met een natuurlijk zachte smaak en een rijk aroma. Een prima alternatief voor een enkel kopje koffie tussendoor. Geschikt voor circa 33 kopjes koffie.
Dolce Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/dolce-premium-organic-coffee-snelfiltermaling-250g,"De Premium Organic Dolce is rechtstreeks ingekocht van plantages in Zuid-Amerika en is ideaal als filterkoffie. In deze aromatische koffie proef je een volle body. Je drinkt hiermee niet alleen een koffie met een heerlijke smaak, maar ook een eerlijke koffie. Het heeft namelijk de Max Havelaar keurmerk voor eerlijke handel."
Forte Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-snelfiltermaling-500g,"Ben je op zoek naar een pittige snelfilterkoffie met een volle smaak, probeer dan de Forte eens.   De Forte is een melange van de beste arabicabonen waaraan robustabonen zijn toegevoegd voor extra kracht. De koffie is rechtstreeks aangekocht van plantages in Latijns-Amerika en Afrika."
Peru Premium Organic Coffee - Snelfiltermaling...,1,https://www.simonlevelt.nl/peru-premium-organic-coffee-snelfiltermaling-250g,Met een aroma van cacao en de frisheid van rode bessen is deze koffie volledig in balans. De afdronk is zacht en rond.
Forte Premium Organic Coffee - 36 Koffiepads,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-36-koffiepads,Op zoek naar pittige koffiepads om thuis in een handomdraai een volle kop koffie te zetten? Probeer nu de Forte en proef de sterke en gebalanceerde smaak. Het is een melange van de beste arabicabonen waaraan robustabonen zijn toegevoegd voor extra kracht. De koffie is rechtstreeks aangekocht van plantages in Latijns-Amerika en Afrika.
Forte Premium Organic Coffee - snelfiltermaling...,1,https://www.simonlevelt.nl/forte-premium-organic-coffee-snelfiltermaling-250g,"Ben je op zoek naar een pittige snelfilterkoffie met een volle smaak, probeer dan de Forte eens. De Forte is een melange van de beste arabicabonen waaraan robustabonen zijn toegevoegd voor extra kracht. De koffie is rechtstreeks aangekocht van plantages in Latijns-Amerika en Afrika."
Ethiopië Premium Organic Coffee -...,1,https://www.simonlevelt.nl/ethiopie-premium-organic-coffee-snelfiltermaling-250g,"Deze medium roast komt uit Ethiopië, het geboorteland van de koffie. Nog steeds worden hier de oorspronkelijke koffierassen volgens traditionele methode geteeld. Laat je verrassen door de rijkdom aan smaken in deze geurige arabicakoffie: warme chocoladetonen worden gecombineerd met fris rood fruit en een vleugje kaneel."
Extra Dark Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/extra-dark-roast-premium-organic-coffee-500g,Hou je van kracht? Dan geeft de Extra Dark Roast je precies wat je zoekt. Deze krachtige koffie geeft je een lekkere kickstart van de dag. Dit is een melange van de beste arabicabonen waaraan robustabonen zijn toegevoegd voor extra kracht.
Cafeïnevrije oploskoffie Premium Organic Coffee...,1,https://www.simonlevelt.nl/cafeinevrije-oploskoffie-premium-organic-coffee-100g,Zachte milde aromatische koffie met een volle zoete body. Heerlijke koffie in een handomdraai! De biologische cafeïnevrije oploskoffie van Simon Lévelt is een heerlijke melange van 100% Arabica koffiebonen. Gedecafeïneerd op een milieuvriendelijke wijze. Een prima alternatief voor een enkel kopje koffie tussendoor. Geschikt voor circa 33 kopjes koffie.
Dark Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/dark-roast-premium-organic-coffee-500g,Deze donker gebrande en krachtige koffie is zeer intens en heeft een lange nasmaak. De koffie heeft een aangenaam bittertje en chocoladetonen hebben de overhand. Een dosis robusta geeft de koffie extra pit.
Medium Roast Premium Organic Coffee - 500g,1,https://www.simonlevelt.nl/medium-roast-premium-organic-coffee-500g,Aromatische en volle koffie met fruitige tonen. De koffie is mild en uitgebalanceerd en daarmee geschikt voor elk moment van de dag. Dit is een melange van arabica en een klein beetje robusta koffiebonen.
Yellow Bourbon ongeroosterd,1,https://www.simonlevelt.nl/yellow-bourbon-ongeroosterd,Je eigen koffiebonen roosteren is een leuke manier om extra van je koffie te genieten. De Yellow Bourbon heeft een perfecte balans tussen een zoete body en rins. Let op: de koffie is niet geroosterd.
Café Capucas,1,https://www.simonlevelt.nl/cafe-capucas,"Café Capucas is een light roast koffie uit Hondoras. De ondertonen van noten en friszoet fruit zoals blauwe bes, appel en perzik proef je echt terug in deze fruitige koffie. De nasmaak is intens en lekker lang met een smaak van licht droge druiven. Café Capucas is zeer geschikt als slow coffee, voor een mild aromatische koffie. Met de cafetière maak je een lichtzoete koffie met hints van noten. Als espresso is Café Capucas sprankelend intens, ideaal voor de liefhebber van een fruitige espresso!"
Campesinos de Tierra,1,https://www.simonlevelt.nl/campesinos-de-tierra,"De Campesinos de Tierra is een krachtige dark roast koffie met een heerlijk lange nasmaak. De koffie is volledig in balans, volzoet, iets rins en heeft aangename bitters. Ontdek de zoete smaaktonen van laurier(drop), toffee en rietsuiker en proef de frisse hints van pure chocoalde en een klein pepertje. Heerlijk om te zetten als espresso, cafetière en snelfilter."
Ugandan Amber Capsules 9-pack,1,https://www.simonlevelt.nl/ugandan-amber-capsules-9-pack,De arabicabonen voor de Ugandan Amber koffiecapsules komen uit het Noordwesten van Uganda en worden door vooral vrouwelijke boeren geplukt. Eenmaal in Nederland branden we ze lekker langer om de bijzondere smaken naar boven te halen. Ontdek de rinse smaak van appelstroop met een vleugje romigheid. Deze combinatie aan smaken doet je denken aan whisky cream. Zo zet je thuis in een handomdraai een heerlijke kopkoffie met deze Nespresso compatible capsules. De verpakking bevat 9 kokers met elk 10 koffiecapsules.
Colombian Emerald Capsules 9-pack,1,https://www.simonlevelt.nl/colombian-emerald-capsules-9-pack,"De bonen van de Colombian Emerald Capsules groeien onder de Colombiaanse zon. Het kan dus niet anders dan dat deze Arabicabonen bomvol smaak zitten. In Nederland roosteren we ze vervolgens langer dan normaal op een gematigde temperatuur, zodat de smaken zich perfect ontplooien. Dit zorgt ervoor dat jij, met deze Nespresso compatible capsules, thuis in een handomdraai een heerlijke kop koffie zet. De verpakking bevat 9 kokers met elk 10 koffiecapsules."
Indonesian Jasper Capsules 9-pack,1,https://www.simonlevelt.nl/indonesian-jasper-capsules-9-pack,"Een krachtige koffie met een prachtige nasmaak dat is de Indonesian Jasper. Proef het echte Indonesië in deze koffiecapsules. Ontdek de typische lauriertonen en het zoete van amandel. De arabicabonen hebben de typische smaak van Indonesische koffie verkregen door de unieke wasmethode 'giling basah'. Bij deze verwerkingsmethode wordt de hoornschil verwijderd voordat de pergamino (ook wel parchement genoemd) droog is. Dit zorgt mede voor de typische Indonesische smaak. In Nederland roosteren we deze bonen naar een mooie donkere roast die de prachtige kruidige tonen duidelijk naar voren laat komen. De Indonesian Jasper is met smaakintensiteit 11 de donkerste koffiecapsule in het assortiment. De verpakking bevat 9 kokers met elk 10 koffiecapsules. De capsules zijn geschikt voor alle Nespresso compatible machines, met uitzondering van alle varianten van de U, de Prodigio, de Expert en build-in modellen.  De verpakking is geheel recyclebaar; het doosje mag bij oud papier en de gebruikte capsules lever je in bij je Simon Lévelt speciaalzaak. Zo kunnen wij de capsules weer hergebruiken. Lees hier meer informatie over het recyclen van jouw gebruikte koffiecapsules."
Yogi Classic,1,https://www.simonlevelt.nl/yogi-classic,"Zet een heerlijke Indiase chai met de Yogi Classic kruidenthee en laat je energie weer stromen. India is de bakermat van de yoga, en de Yogi Classic is populair onder yogafans. Het is een kruidige en krachtige Ayurvedische melange die geen cafeïne of theïne bevat. Je kunt hem dus op elk moment van de dag drinken om je energie een boost te geven, zonder dat je meteen klaarwakker ligt te stuiteren in je bed!"
Pumpkin Spice,1,https://www.simonlevelt.nl/pumpkin-spice,"Pumpkin Spice is een heerlijke, zoetkruidige fruitmelange, en is daarmee de perfecte match voor de herfst! Ontdek de smaken van pompoen, appel, kaneel en de lichte noten van vanille en sinaasappel. De pompoen- en appelstukjes samen met stukjes duindoorn zorgen voor een rijke, volzoete smaak. De toegevoegde kaneel zorgt voor de kruidige smaak, maar proef ook het frisse citroengras: een sensatie aan smaken die niet verveelt en je gelijk doet denken aan het najaar."
Ginger Spice & Peach,1,https://www.simonlevelt.nl/ginger-spice-peach,"Ginger Spice & Peach is een heerlijke gemberthee met specerijen en fruit. Geniet van de krachtige smaak van gember, verrijkt met kaneelstukjes, zoethout, kardemom en kruidnagel. Een ware smaaksensatie die doet denken aan een chai. De toevoeging van de volle en zoete smaak van mango en perzik, en oranjebloesem en goudsbloem als versiering, maken van de Ginger Spice & Peach een heerlijke zomerthee. Lekker om warm te drinken, maar ook zeer geschikt om te maken als ijsthee. Deze zwoele thee met een iets pittige afdronk is dan ook een uitstekende match voor de warme zomerdagen!"
Fruit & Cinnamon,1,https://www.simonlevelt.nl/fruit-cinnamon,"Warm heerlijk op met Fruit & Cinnamon. Deze verwarmende fruitmelange heeft een prachtige dieprode kleur door de toevoeging van hibiscus en is rijk versierd met fruitstukjes en kruiden. Proef de warme smaak van vanille en amandel, de zoete smaak van kersen en krenten, het frisse van hibiscus, appel en rozenbottel en het kruidige van kaneel en kruidnagel. Kortom, een heerlijke thee om intens van te genieten."
Rooibos Ginger & Orange,1,https://www.simonlevelt.nl/rooibos-ginger-orange,Rooibos Ginger & Orange is Zuid-Afrikaanse Rooibos gecombineerd met spicy gember én friszoete sinaasappelschil. Zowel de gember als de sinaasappelschil zijn fijn gesneden voor een optimale extractie én een echt intense smaak. Het zoete van rooibos brengt de smaakcombinatie in balans. De thee is licht prikkelend en iets hartig.
Apple & Citrus,1,https://www.simonlevelt.nl/apple-citrus,"Apple & Citrus is een heerlijke melange van fruit en kruiden. Lekker fruitig door de zachtzoete appelstukjes, gecombineerd met frisse en sappige citrus. Ontdek naast fruit ook verschillende kruiden als lemongrass, sinaasappelmunt en verveine. Deze zorgen voor extra frisse hints en iets kruidige ondertonen. Deze combinatie maakt van de thee een verkwikkende dorstlesser die niet alleen als warme thee, maar ook als ijsthee erg lekker is. Voor een optimale smaak, adviseren we de thee wat hoger te doseren en extra lang te laten trekken."
Peach & Mandarin,1,https://www.simonlevelt.nl/peach-mandarin,"Peach & Mandarin is een aangename, mild kruidige melange van groene thee. Het is een uitgebalanceerd samenspel van een Sencha en Chunmee uit China. De thee is verrijkt met de volzoete smaak van perzik en de sprankelende frisfruitige smaak van mandarijntjes. Mangostukjes en flinters van kokos geven de thee een heerlijk tropisch karakter."
Mango & Lime,1,https://www.simonlevelt.nl/mango-lime,"Mango & Lime is een heerlijke thee en een echte fruitexplosie in een kop. De limoen zorgt voor de frisse smaak, de mango voor de zoetheid. De combinatie met de zwarte thee uit het Zuiden van India zorgt voor een goed evenwicht in de smaken. Met de aanvulling van saffloer is het een frisse, rijke thee die niet snel verveelt. Heerlijk om warm te drinken, maar ook zeer geschikt om te maken als ijsthee!"
